rank,channel_info,influence_score,posts,followers,avg_likes,60_day_eng_rate,new_post_avg_like,total_likes,country,avg_comments,engagement,engagement_rate_pct,engagement_rate_decimal,likes_per_post_from_total,likes_per_post,following,followers_following_ratio,log1p_followers,log1p_posts,log1p_total_likes,log1p_likes_per_post,caption_len,hashtag_count,mention_count,url_count,days_since_last_post,account_age_days,posts_per_day,posts_per_month,verified_binary,followers_times_engrate
91,dishapatani,74,2100.0,53000000.0,1600000.0,1.85,971700.0,3400000000.0,United States,0.0,1600000.0,3.018867924528302,0.03018867924528302,1619047.619047619,1600000.0,,,17.78580249038432,7.650168700845001,21.947041268862645,14.285514812209815,,,,,,,,,0,1600000.0
92,sergioramos,87,2200.0,52800000.0,1100000.0,1.06,557900.0,2500000000.0,Unknown,0.0,1100000.0,2.083333333333333,0.020833333333333332,1136363.6363636365,1100000.0,,,17.782021767615884,7.696667081526462,21.639556569220566,13.910821646859095,,,,,,,,,0,1100000.0
93,jbalvin,87,10000.0,52800000.0,878000.0,0.66,340500.0,8800000000.0,Unknown,0.0,878000.0,1.6628787878787878,0.01662878787878788,880000.0,878000.0,,,17.782021767615884,9.210440366976517,22.898017558544208,13.68540301156877,,,,,,,,,0,878000.0
94,mosalah,22,840.0,52500000.0,1800000.0,2.18,1100000.0,1500000000.0,Unknown,0.0,1800000.0,3.428571428571429,0.03428571428571429,1785714.2857142857,1800000.0,,,17.77632374660947,6.734591659972948,21.12873094572124,14.403297778421795,,,,,,,,,0,1800000.0
95,ayutingting92,85,10000.0,52400000.0,147300.0,0.11,56300.0,1500000000.0,Indonesia,0.0,147300.0,0.2811068702290076,0.0028110687022900763,150000.0,147300.0,,,17.77441716837524,9.210440366976517,21.12873094572124,11.900233391293936,,,,,,,,,0,147300.0
96,433,79,10300.0,51200000.0,863200.0,1.52,774200.0,8900000000.0,Netherlands,0.0,863200.0,1.6859374999999999,0.016859375,864077.6699029126,863200.0,,,17.751250109540987,9.239996256883693,22.909317113796863,13.668402851405466,,,,,,,,,0,863200.0
97,hudabeauty,82,2400.0,50800000.0,186400.0,0.04,16800.0,453600000.0,United States,0.0,186400.0,0.3669291338582677,0.003669291338582677,189000.0,186400.0,,,17.74340693223375,7.783640596221253,19.932726312582403,12.135655546026104,,,,,,,,,0,186400.0
98,adele,84,420.0,50700000.0,4700000.0,3.82,1900000.0,2000000000.0,United States,0.0,4700000.0,9.270216962524655,0.09270216962524655,4761904.761904762,4700000.0,,,17.741436488285277,6.042632833682381,21.416413018006356,15.363073279446223,,,,,,,,,0,4700000.0
99,michelleobama,85,600.0,50700000.0,700500.0,1.22,611200.0,421700000.0,Unknown,0.0,700500.0,1.3816568047337279,0.013816568047337278,702833.3333333334,700500.0,,,17.741436488285277,6.398594934535208,19.859804721088143,13.459551072309928,,,,,,,,,0,700500.0
100,kritisanon,76,2700.0,50200000.0,897200.0,1.21,604400.0,2400000000.0,India,0.0,897200.0,1.7872509960159364,0.017872509960159363,888888.8888888889,897200.0,,,17.731525604582277,7.901377353792616,21.59873457471698,13.707035196206258,,,,,,,,,0,897200.0
101,jamesrodriguez10,86,1100.0,49900000.0,1400000.0,0.75,363900.0,1500000000.0,Colombia,0.0,1400000.0,2.80561122244489,0.028056112224448898,1363636.3636363635,1400000.0,,,17.725531580761828,7.00397413672268,21.12873094572124,14.151983508870947,,,,,,,,,0,1400000.0
102,krisjenner,80,6400.0,49700000.0,356800.0,0.91,452900.0,2300000000.0,United States,0.0,356800.0,0.717907444668008,0.007179074446680081,359375.0,356800.0,,,17.721515511187583,8.764209507142004,21.556174960316298,12.784933482374647,,,,,,,,,0,356800.0
103,thv,83,60.0,49300000.0,15400000.0,25.8,12600000.0,987400000.0,Unknown,0.0,15400000.0,31.237322515212984,0.31237322515212984,16456666.666666666,15400000.0,,,17.713434659296894,4.110873864173311,20.710585784801797,16.54987813231892,,,,,,,,,0,15400000.000000002
104,lelepons,81,2500.0,49200000.0,2400000.0,3.55,1700000.0,6100000000.0,United States,0.0,2400000.0,4.878048780487805,0.04878048780487805,2440000.0,2400000.0,,,17.71140420178774,7.824445930877619,22.53155460828961,14.690979711984754,,,,,,,,,0,2400000.0
105,charlidamelio,80,150.0,49100000.0,4200000.0,3.28,1600000.0,654400000.0,Unknown,0.0,4200000.0,8.55397148676171,0.0855397148676171,4362666.666666667,4200000.0,,,17.709369613131347,5.017279836814924,20.29922934478093,15.250595321348806,,,,,,,,,0,4200000.0
106,gucci,86,8900.0,49000000.0,115100.0,0.15,72400.0,1000000000.0,Italy,0.0,115100.0,0.23489795918367348,0.0023489795918367347,112359.55056179775,115100.0,,,17.707330876483063,9.093918908958932,20.72326583794641,11.65356528276954,,,,,,,,,0,115100.0
107,prillylatuconsina96,84,6500.0,48900000.0,372400.0,0.27,131800.0,2400000000.0,Indonesia,0.0,372400.0,0.7615541922290389,0.007615541922290388,369230.76923076925,372400.0,,,17.705287974894997,8.77971129020447,21.59873457471698,12.827726509666084,,,,,,,,,0,372400.0
108,louisvuitton,82,6500.0,48700000.0,127500.0,0.08,40500.0,824000000.0,France,0.0,127500.0,0.2618069815195072,0.002618069815195072,126769.23076923077,127500.0,,,17.7011896085867,8.77971129020447,20.529681089087337,11.755879486687116,,,,,,,,,0,127500.0
109,paulodybala,85,1300.0,48300000.0,1800000.0,2.88,1400000.0,2300000000.0,Unknown,0.0,1800000.0,3.7267080745341614,0.037267080745341616,1769230.7692307692,1800000.0,,,17.692942139326735,7.170888478512505,21.556174960316298,14.403297778421795,,,,,,,,,0,1800000.0
110,blackpinkofficial,85,1400.0,48200000.0,2100000.0,2.77,1300000.0,3000000000.0,Unknown,0.0,2100000.0,4.356846473029045,0.043568464730290454,2142857.1428571427,2100000.0,,,17.690869599767716,7.244941546337007,21.821878125947855,14.557448378884015,,,,,,,,,0,2100000.0
111,dovecameron,85,170.0,48200000.0,1600000.0,1.75,841400.0,283000000.0,United States,0.0,1600000.0,3.319502074688797,0.03319502074688797,1664705.8823529412,1600000.0,,,17.690869599767716,5.14166355650266,19.46095745914108,14.285514812209815,,,,,,,,,0,1600000.0
112,garethbale11,86,980.0,48100000.0,763000.0,1.43,681300.0,753100000.0,Unknown,0.0,763000.0,1.5862785862785864,0.015862785862785864,768469.387755102,763000.0,,,17.68879275586601,6.8885724595653635,20.439708580399426,13.545014620881725,,,,,,,,,0,763000.0000000001
113,jokowi,85,3500.0,47700000.0,452600.0,0.41,189600.0,1600000000.0,Unknown,0.0,452600.0,0.9488469601677149,0.009488469601677148,457142.85714285716,452600.0,,,17.68044197682293,8.160803920954665,21.193269466817146,13.022766221635607,,,,,,,,,0,452600.0
114,nusr_et,81,2300.0,47300000.0,728200.0,0.29,133000.0,1700000000.0,United Arab Emirates,0.0,728200.0,1.5395348837209302,0.015395348837209302,739130.4347826086,728200.0,,,17.67202087460381,7.741099090035366,21.253894088596816,13.498332387971635,,,,,,,,,0,728200.0
115,harrystyles,57,590.0,46900000.0,4700000.0,6.38,2900000.0,2800000000.0,United States,0.0,4700000.0,10.021321961620469,0.10021321961620469,4745762.711864407,4700000.0,,,17.66352825473847,6.3818160174060985,21.752885254484713,15.363073279446223,,,,,,,,,0,4700000.0
116,haileybieber,85,2100.0,46900000.0,2000000.0,3.47,1600000.0,4200000000.0,Unknown,0.0,2000000.0,4.264392324093817,0.042643923240938165,2000000.0,2000000.0,,,17.66352825473847,7.650168700845001,22.15835036247383,14.508658238524095,,,,,,,,,0,2000000.0
117,vanessahudgens,84,4200.0,46800000.0,633900.0,0.63,292900.0,2700000000.0,United States,0.0,633900.0,1.3544871794871796,0.013544871794871795,642857.1428571428,633900.0,,,17.661393782255395,8.343077871169383,21.716517610327063,13.359648069806902,,,,,,,,,0,633900.0
118,5-Minute Crafts GIRLY,85,10000.0,46500000.0,157000.0,0.03,12400.0,1600000000.0,United States,0.0,157000.0,0.33763440860215055,0.0033763440860215053,160000.0,157000.0,,,17.65496289206296,9.210440366976517,21.193269466817146,11.964007453736912,,,,,,,,,0,157000.0
119,zayn,82,160.0,46500000.0,4700000.0,8.81,4000000.0,773500000.0,United States,0.0,4700000.0,10.10752688172043,0.1010752688172043,4834375.0,4700000.0,,,17.65496289206296,5.081404364984463,20.46643622927022,15.363073279446223,,,,,,,,,0,4700000.0
120,larissamanoela,85,5200.0,46500000.0,579600.0,0.57,259399.99999999997,3000000000.0,Brazil,0.0,579600.0,1.2464516129032257,0.012464516129032257,576923.0769230769,579600.0,,,17.65496289206296,8.556606193773073,21.821878125947855,13.270095214754988,,,,,,,,,0,579600.0
121,travisscott,78,3200.0,46200000.0,3000000.0,5.71,2600000.0,9600000000.0,United States,0.0,3000000.0,6.493506493506493,0.06493506493506493,3000000.0,3000000.0,,,17.648490377696987,8.071218539969863,22.98502893552437,14.914123179965662,,,,,,,,,0,2999999.9999999995
122,thenotoriousmma,82,3200.0,45900000.0,1100000.0,0.69,311500.0,3500000000.0,United States,0.0,1100000.0,2.3965141612200433,0.023965141612200435,1093750.0,1100000.0,,,17.641975696817266,8.071218539969863,21.976028805727495,13.910821646859095,,,,,,,,,0,1100000.0
123,daddyyankee,80,20.0,45900000.0,652500.0,1.0,455300.0,18300000.0,Puerto Rico,0.0,652500.0,1.4215686274509804,0.014215686274509804,915000.0,652500.0,,,17.641975696817266,3.044522437723423,16.722411672456456,13.38856795074486,,,,,,,,,0,652500.0
124,natgeotravel,82,16900.0,45800000.0,189900.0,0.12,52800.0,3200000000.0,United States,0.0,189900.0,0.4146288209606987,0.004146288209606987,189349.1124260355,189900.0,,,17.639794670918473,9.735128070758227,21.886416647064593,12.15425816271595,,,,,,,,,0,189900.0
125,nikefootball,85,1800.0,45400000.0,431200.0,0.44,199800.0,784000000.0,United States,0.0,431200.0,0.9497797356828195,0.009497797356828194,435555.55555555556,431200.0,,,17.63102268503801,7.496097345175956,20.47991957959019,12.974329617683697,,,,,,,,,0,431200.0
126,stephencurry30,84,1100.0,45400000.0,1100000.0,2.76,1200000.0,1200000000.0,Unknown,0.0,1100000.0,2.4229074889867843,0.024229074889867842,1090909.0909090908,1100000.0,,,17.63102268503801,7.00397413672268,20.9055873945737,13.910821646859095,,,,,,,,,0,1100000.0
127,vancityreynolds,86,680.0,44800000.0,1400000.0,2.61,1200000.0,925700000.0,Unknown,0.0,1400000.0,3.125,0.03125,1361323.5294117648,1400000.0,,,17.61771871970664,6.523562306149512,20.646060767117703,14.151983508870947,,,,,,,,,0,1400000.0
128,maisa,42,1500.0,44500000.0,553000.0,0.67,294100.0,820100000.0,Brazil,0.0,553000.0,1.2426966292134831,0.012426966292134831,546733.3333333334,553000.0,,,17.61099976960838,7.313886831633462,20.524936843226005,13.223115088821102,,,,,,,,,0,553000.0
129,luissuarez9,85,970.0,44200000.0,801800.0,0.96,414800.0,782500000.0,Unknown,0.0,801800.0,1.8140271493212667,0.018140271493212668,806701.030927835,801800.0,,,17.60423536967236,6.878326468291325,20.478004481656537,13.59461572638358,,,,,,,,,0,801799.9999999999
130,gusttavolima,76,4900.0,43900000.0,475100.0,0.71,303900.0,2300000000.0,Brazil,0.0,475100.0,1.0822323462414578,0.010822323462414579,469387.7551020408,475100.0,,,17.597424900824443,8.497194544909547,21.556174960316298,13.071282691992835,,,,,,,,,0,475100.0
131,jannatzubair29,84,1600.0,43800000.0,1300000.0,2.18,944300.0,2200000000.0,Unknown,0.0,1300000.0,2.968036529680365,0.02968036529680365,1375000.0,1300000.0,,,17.595144398177723,7.3783837129967145,21.511723197765228,14.077875591662238,,,,,,,,,0,1300000.0
132,varundvn,84,1900.0,43800000.0,1100000.0,1.48,640500.0,2000000000.0,India,0.0,1100000.0,2.5114155251141552,0.02511415525114155,1052631.5789473683,1100000.0,,,17.595144398177723,7.550135342488429,21.416413018006356,13.910821646859095,,,,,,,,,0,1100000.0
133,hrithikroshan,85,580.0,43700000.0,1600000.0,3.82,1600000.0,949900000.0,C̫te d'Ivoire,0.0,1600000.0,3.6613272311212817,0.036613272311212815,1637758.6206896552,1600000.0,,,17.592858682949114,6.364750756851911,20.671867274913154,14.285514812209815,,,,,,,,,0,1600000.0
134,nickyjampr,81,10000.0,43400000.0,381600.0,0.33,139300.0,3800000000.0,Colombia,0.0,381600.0,0.87926267281106,0.0087926267281106,380000.0,381600.0,,,17.585970022112107,9.210440366976517,22.05826690394191,12.852130839097908,,,,,,,,,0,381600.0
135,buzzfeedtasty,85,8900.0,43200000.0,65099.99999999999,0.02,7700.0,580700000.0,Spain,0.0,65099.99999999999,0.1506944444444444,0.0015069444444444442,65247.191011235955,65099.99999999999,,,17.581351076362488,9.093918908958932,20.179744832064337,11.083695189061785,,,,,,,,,0,65099.99999999999
136,brunamarquezine,84,3000.0,43100000.0,969700.0,1.05,444200.0,2900000000.0,United States,0.0,969700.0,2.2498839907192574,0.022498839907192574,966666.6666666666,969700.0,,,17.579033578275833,8.006700845440367,21.787976574283668,13.784743055538883,,,,,,,,,0,969700.0
137,caradelevingne,86,4400.0,42900000.0,790200.0,0.43,181000.0,3500000000.0,United States,0.0,790200.0,1.8419580419580421,0.01841958041958042,795454.5454545454,790200.0,,,17.57438240720827,8.38958706681109,21.976028805727495,13.58004262246103,,,,,,,,,0,790200.0
138,kapilsharma,83,950.0,42200000.0,736400.0,1.49,624500.0,710700000.0,Unknown,0.0,736400.0,1.7450236966824646,0.017450236966824646,748105.2631578947,736400.0,,,17.557930802702924,6.85751406254539,20.381760959204186,13.509530086297769,,,,,,,,,0,736400.0
139,badbunnypr,83,10.0,42100000.0,3700000.0,13.09,5400000.0,67500000.0,Unknown,0.0,3700000.0,8.788598574821853,0.08788598574821853,6750000.0,3700000.0,,,17.555558322405577,2.3978952727983707,18.02763817065757,15.123843647884687,,,,,,,,,0,3700000.0
140,britneyspears,80,3000.0,42100000.0,513100.0,0.55,221700.0,1600000000.0,Turkey,0.0,513100.0,1.2187648456057008,0.012187648456057007,533333.3333333334,513100.0,,,17.555558322405577,8.006700845440367,21.193269466817146,13.148227985865987,,,,,,,,,0,513100.0
141,j.m,83,20.0,41900000.0,14200000.0,26.41,11000000.0,368100000.0,Unknown,0.0,14200000.0,33.89021479713604,0.33890214797136037,18405000.0,14200000.0,,,17.550796408758714,3.044522437723423,19.7238652010659,16.468752592994022,,,,,,,,,0,14200000.0
142,mariliamendoncacantora,73,1400.0,41800000.0,1000000.0,1.98,818600.0,1500000000.0,Brazil,0.0,1000000.0,2.3923444976076556,0.023923444976076555,1071428.5714285714,1000000.0,,,17.54840692141843,7.244941546337007,21.12873094572124,13.815511557963774,,,,,,,,,0,1000000.0
143,norafatehi,83,1700.0,41600000.0,1400000.0,1.76,727500.0,2300000000.0,Anguilla,0.0,1400000.0,3.3653846153846154,0.03365384615384615,1352941.1764705882,1400000.0,,,17.543610749269952,7.438971592395862,21.556174960316298,14.151983508870947,,,,,,,,,0,1400000.0
144,theweeknd,83,670.0,41500000.0,1100000.0,3.97,1600000.0,767000000.0,Unknown,0.0,1100000.0,2.6506024096385543,0.02650602409638554,1144776.119402985,1100000.0,,,17.541204009297314,6.508769136971682,20.45799736063531,13.910821646859095,,,,,,,,,0,1100000.0
145,dior,85,9700.0,41500000.0,88800.0,0.16,63600.0,863000000.0,Unknown,0.0,88800.0,0.21397590361445784,0.0021397590361445784,88969.07216494845,88800.0,,,17.541204009297314,9.179984251961283,20.57592525020645,11.394153190178114,,,,,,,,,0,88800.0
146,ranveersingh,85,1800.0,40800000.0,1000000.0,0.76,299300.0,1800000000.0,Switzerland,0.0,1000000.0,2.450980392156863,0.024509803921568627,1000000.0,1000000.0,,,17.524192663884193,7.496097345175956,21.311052502404085,13.815511557963774,,,,,,,,,0,1000000.0
147,marinaruybarbosa,81,2100.0,40700000.0,586400.0,0.01,0.0,1200000000.0,Brazil,0.0,586400.0,1.4407862407862408,0.014407862407862407,571428.5714285715,586400.0,,,17.52173867498285,7.650168700845001,20.9055873945737,13.281759134873726,,,,,,,,,0,586400.0
148,jenniferaniston,85,90.0,40700000.0,4600000.0,1.88,731000.0,452000000.0,Unknown,0.0,4600000.0,11.302211302211303,0.11302211302211303,5022222.222222222,4600000.0,,,17.52173867498285,4.51085950651685,19.929192740008894,15.341567078850604,,,,,,,,,0,4600000.0
149,addisonraee,85,300.0,40100000.0,3100000.0,2.49,994400.0,957900000.0,Unknown,0.0,3100000.0,7.73067331670823,0.0773067331670823,3193000.0,3100000.0,,,17.50688691721445,5.707110264748875,20.68025394739707,14.946912992035967,,,,,,,,,0,3100000.0
150,andresiniesta8,85,2000.0,40000000.0,250800.0,0.41,161700.0,500500000.0,Spain,0.0,250800.0,0.627,0.00627,250250.0,250800.0,,,17.50439003707821,7.601402334583733,20.03111815871755,12.432415074973783,,,,,,,,,0,250800.00000000003
151,princessyahrini,81,4500.0,40000000.0,118300.0,0.22,87400.0,529900000.0,Indonesia,0.0,118300.0,0.29575,0.0029575,117755.55555555556,118300.0,,,17.50439003707821,8.412054873292933,20.08819886935014,11.680987503016127,,,,,,,,,0,118300.0
152,liverpoolfc,75,10000.0,39900000.0,346700.0,0.42,162900.0,3500000000.0,United Kingdom,0.0,346700.0,0.8689223057644111,0.008689223057644111,350000.0,346700.0,,,17.50188690692275,9.210440366976517,21.976028805727495,12.756218016006999,,,,,,,,,0,346700.00000000006
153,teddysphotos,80,2300.0,39900000.0,715500.0,0.46,181100.0,1700000000.0,United States,0.0,715500.0,1.7932330827067668,0.017932330827067668,739130.4347826086,715500.0,,,17.50188690692275,7.741099090035366,21.253894088596816,13.480738275601706,,,,,,,,,0,715499.9999999999
154,worldstar,78,11600.0,39200000.0,157400.0,0.23,84400.0,1800000000.0,United States,0.0,157400.0,0.40153061224489794,0.0040153061224489795,155172.41379310345,157400.0,,,17.484187330270895,9.358846580275406,21.311052502404085,11.96655196818541,,,,,,,,,0,157400.0
155,natashawilona12,84,1200.0,39200000.0,486500.0,0.59,227700.0,563900000.0,Unknown,0.0,486500.0,1.2410714285714286,0.012410714285714285,469916.6666666667,486500.0,,,17.484187330270895,7.0909098220799835,20.150387490550774,13.094994236104542,,,,,,,,,0,486500.0
156,mahi7781,58,100.0,39100000.0,4099999.9999999995,0.17,0.0,439400000.0,Unknown,0.0,4099999.9999999995,10.485933503836316,0.10485933503836316,4394000.0,4099999.9999999995,,,17.48163305053104,4.61512051684126,19.900920720190616,15.226497775576945,,,,,,,,,0,4099999.9999999995
157,georginagio,74,730.0,39100000.0,2200000.0,8.56,3300000.0,1600000000.0,Unknown,0.0,2200000.0,5.626598465473146,0.056265984654731455,2191780.821917808,2200000.0,,,17.48163305053104,6.594413459749778,21.193269466817146,14.603968372873895,,,,,,,,,0,2200000.0
158,cznburak,80,1800.0,39000000.0,815800.0,1.01,383300.0,1400000000.0,Unknown,0.0,815800.0,2.0917948717948716,0.020917948717948717,777777.7777777778,815800.0,,,17.479072229734946,7.496097345175956,21.05973807428191,13.611925731655479,,,,,,,,,0,815800.0
159,chrissyteigen,79,5100.0,38900000.0,623100.0,0.43,162100.0,3200000000.0,United States,0.0,623100.0,1.6017994858611824,0.016017994858611825,627450.9803921569,623100.0,,,17.476504834295614,8.537191877922927,21.886416647064593,13.342463903409858,,,,,,,,,0,623100.0
160,ruben_onsu,75,13400.0,38800000.0,139300.0,0.13,49100.0,1900000000.0,Indonesia,0.0,139300.0,0.35902061855670103,0.0035902061855670104,141791.0447761194,139300.0,,,17.473930830366697,9.503084610020228,21.365119723645122,11.844392338493027,,,,,,,,,0,139300.0
161,wizkhalifa,80,500.0,38700000.0,398700.0,0.31,115700.0,199800000.0,United States,0.0,398700.0,1.0302325581395348,0.01030232558139535,399600.0,398700.0,,,17.471350183839803,6.2166061010848646,19.11282742918373,12.895967041517792,,,,,,,,,0,398700.00000000006
162,hm,83,7300.0,38500000.0,88400.0,0.06,22400.0,644100000.0,Sweden,0.0,88400.0,0.22961038961038963,0.0022961038961038962,88232.87671232877,88400.0,,,17.46616882523204,8.895766604056085,20.283364553069674,11.389638560778947,,,,,,,,,0,88400.0
163,anushkasen0408,85,5300.0,38300000.0,695400.0,1.75,658300.0,3700000000.0,Unknown,0.0,695400.0,1.8156657963446474,0.018156657963446475,698113.2075471698,695400.0,,,17.460960480260535,8.575650760987806,22.03159865686686,13.452243936576147,,,,,,,,,0,695400.0
164,prattprattpratt,84,730.0,38300000.0,813500.0,1.0,363800.0,594700000.0,Unknown,0.0,813500.0,2.1240208877284594,0.021240208877284596,814657.5342465753,813500.0,,,17.460960480260535,6.594413459749778,20.203567636358343,13.609102434896775,,,,,,,,,0,813500.0
165,marvelstudios,83,2700.0,38100000.0,594200.0,1.58,555900.0,1600000000.0,Unknown,0.0,594200.0,1.5595800524934382,0.015595800524934382,592592.5925925926,594200.0,,,17.455724866343648,7.901377353792616,21.193269466817146,13.294972924944267,,,,,,,,,0,594200.0
166,wesleysafadao,80,8900.0,37400000.0,256100.00000000003,0.02,0.0,2300000000.0,Unknown,0.0,256100.00000000003,0.6847593582887701,0.0068475935828877016,258426.96629213484,256100.00000000003,,,17.437181289122726,9.093918908958932,21.556174960316298,12.45332717690471,,,,,,,,,0,256100.00000000003
167,parineetichopra,84,1300.0,37400000.0,505700.0,0.68,246900.0,672100000.0,Unknown,0.0,505700.0,1.3521390374331552,0.013521390374331551,517000.0,505700.0,,,17.437181289122726,7.170888478512505,20.325917698428068,13.13370086452311,,,,,,,,,0,505700.0
168,rkive,83,110.0,37000000.0,10900000.0,1.9020100502512562,0.0,1200000000.0,Unknown,0.0,10900000.0,29.45945945945946,0.2945945945945946,10909090.909090908,10900000.0,,,17.426428497635523,4.709530201312334,20.9055873945737,16.204273438942487,,,,,,,,,0,10900000.0
169,laudyacynthiabella,76,380.0,36900000.0,172800.0,0.12,43400.0,66700000.0,Indonesia,0.0,172800.0,0.46829268292682924,0.0046829268292682925,175526.31578947368,172800.0,,,17.423722136111028,5.942799375126701,18.015715525878356,12.059895922372384,,,,,,,,,0,172800.0
170,antogriezmann,83,870.0,36500000.0,1100000.0,0.57,203600.0,955400000.0,France,0.0,1100000.0,3.0136986301369864,0.030136986301369864,1098160.91954023,1100000.0,,,17.41282284594998,6.769641976852503,20.67764065996682,13.910821646859095,,,,,,,,,0,1100000.0
171,gisel_la,85,9900.0,36500000.0,150500.0,0.1,33400.0,1500000000.0,Unknown,0.0,150500.0,0.41232876712328764,0.004123287671232876,151515.15151515152,150500.0,,,17.41282284594998,9.200391041122515,21.12873094572124,11.921725007667265,,,,,,,,,0,150500.0
172,eminem,84,660.0,36400000.0,1100000.0,2.69,962700.0,730100000.0,United States,0.0,1100000.0,3.021978021978022,0.03021978021978022,1106212.121212121,1100000.0,,,17.410079360079497,6.493753839851686,20.40869207039599,13.910821646859095,,,,,,,,,0,1100000.0
173,mercedesbenz,77,10000.0,36000000.0,197900.0,0.18,64599.99999999999,2000000000.0,British Virgin Islands,0.0,197900.0,0.5497222222222222,0.005497222222222222,200000.0,197900.0,,,17.399029524198163,9.210440366976517,21.416413018006356,12.19552218463499,,,,,,,,,0,197900.0
174,colesprouse,81,1200.0,35900000.0,2200000.0,2.34,834500.0,2600000000.0,Unknown,0.0,2200000.0,6.128133704735376,0.06128133704735376,2166666.6666666665,2200000.0,,,17.39624788131366,7.0909098220799835,21.678777282358464,14.603968372873895,,,,,,,,,0,2200000.0
175,nattinatasha,47,30.0,35900000.0,518100.0,0.8,285900.0,18700000.0,Czech Republic,0.0,518100.0,1.443175487465181,0.01443175487465181,623333.3333333334,518100.0,,,17.39624788131366,3.4339872044851463,16.74403413530075,13.157925482930336,,,,,,,,,0,518100.0
176,shahidkapoor,82,1100.0,35600000.0,1300000.0,2.54,780000.0,1500000000.0,Unknown,0.0,1300000.0,3.651685393258427,0.03651685393258427,1363636.3636363635,1300000.0,,,17.387856223912145,7.00397413672268,21.12873094572124,14.077875591662238,,,,,,,,,0,1300000.0
177,tigerjackieshroff,83,2100.0,35600000.0,1100000.0,1.2,422900.0,2200000000.0,India,0.0,1100000.0,3.089887640449438,0.03089887640449438,1047619.0476190476,1100000.0,,,17.387856223912145,7.650168700845001,21.511723197765228,13.910821646859095,,,,,,,,,0,1100000.0
178,kimberly.loaiza,78,590.0,35500000.0,2600000.0,5.23,1800000.0,1600000000.0,Mexico,0.0,2600000.0,7.323943661971831,0.07323943661971831,2711864.406779661,2600000.0,,,17.385043282614657,6.3818160174060985,21.193269466817146,14.77102238760702,,,,,,,,,0,2600000.0
179,barackobama,81,660.0,35400000.0,1100000.0,1.19,411500.0,739500000.0,United States,0.0,1100000.0,3.1073446327683616,0.031073446327683617,1120454.5454545454,1100000.0,,,17.38222240635259,6.493753839851686,20.421484841467393,13.910821646859095,,,,,,,,,0,1100000.0
180,sachintendulkar,76,1000.0,35300000.0,800400.0,2.03,664500.0,810000000.0,Unknown,0.0,800400.0,2.26742209631728,0.022674220963172804,810000.0,800400.0,,,17.379393550232137,6.90875477931522,20.512544806865325,13.592868131066247,,,,,,,,,0,800400.0
181,simonemendes,72,4400.0,35000000.0,420000.0,0.65,222900.0,1900000000.0,Brazil,0.0,420000.0,1.2,0.012,431818.1818181818,420000.0,,,17.370858648025116,8.38958706681109,21.365119723645122,12.948012371209098,,,,,,,,,0,420000.0
182,ivetesangalo,84,7600.0,34800000.0,226400.0,0.36,121100.0,1700000000.0,Brazil,0.0,226400.0,0.6505747126436782,0.006505747126436781,223684.2105263158,226400.0,,,17.365127973480334,8.936035096566041,21.253894088596816,12.330063042262541,,,,,,,,,0,226400.0
183,lunamaya,83,4100.0,34800000.0,145400.0,0.17,58600.0,589600000.0,Unknown,0.0,145400.0,0.417816091954023,0.00417816091954023,143804.8780487805,145400.0,,,17.365127973480334,8.31898612539206,20.194954900535468,11.887250721636997,,,,,,,,,0,145400.0
184,toni.kr8s,83,940.0,34700000.0,597200.0,1.68,533500.0,561300000.0,Unknown,0.0,597200.0,1.7210374639769452,0.017210374639769453,597127.659574468,597200.0,,,17.36225027373553,6.846943139585379,20.145766081694006,13.300009019126682,,,,,,,,,0,597200.0
185,dannapaola,68,1900.0,34700000.0,1500000.0,3.49,1200000.0,2800000000.0,Mexico,0.0,1500000.0,4.322766570605188,0.043227665706051875,1473684.2105263157,1500000.0,,,17.36225027373553,7.550135342488429,21.752885254484713,14.220976332738882,,,,,,,,,0,1500000.0
186,paollaoliveirareal,84,4600.0,34700000.0,367800.0,0.57,192300.0,1700000000.0,Unknown,0.0,367800.0,1.0599423631123919,0.010599423631123919,369565.2173913043,367800.0,,,17.36225027373553,8.434028950155469,21.253894088596816,12.815297310017613,,,,,,,,,0,367800.0
187,blakelively,80,110.0,34600000.0,3100000.0,0.02,0.0,350900000.0,United States,0.0,3100000.0,8.959537572254336,0.08959537572254335,3190000.0,3100000.0,,,17.359364268929685,4.709530201312334,19.67601184340326,14.946912992035967,,,,,,,,,0,3100000.0
188,adidasoriginals,83,150.0,34200000.0,136200.0,0.2,66800.0,21200000.0,Unknown,0.0,136200.0,0.39824561403508774,0.003982456140350877,141333.33333333334,136200.0,,,17.3477362312726,5.017279836814924,16.86951178681205,11.821887014814502,,,,,,,,,0,136200.0
189,disney,77,7300.0,34200000.0,185200.0,0.44,132000.0,1400000000.0,United States,0.0,185200.0,0.5415204678362573,0.005415204678362573,191780.8219178082,185200.0,,,17.3477362312726,8.895766604056085,21.05973807428191,12.129197000747673,,,,,,,,,0,185200.0
190,shaymitchell,83,6300.0,34100000.0,732400.0,0.73,247500.0,4600000000.0,United States,0.0,732400.0,2.147800586510264,0.02147800586510264,730158.7301587302,732400.0,,,17.344807971579257,8.748463629942055,22.24932214065885,13.504083457155673,,,,,,,,,0,732400.0
