rank,channel_info,influence_score,posts,followers,avg_likes,60_day_eng_rate,new_post_avg_like,total_likes,country,avg_comments,engagement,engagement_rate_pct,engagement_rate_decimal,likes_per_post_from_total,likes_per_post,following,followers_following_ratio,log1p_followers,log1p_posts,log1p_total_likes,log1p_likes_per_post,caption_len,hashtag_count,mention_count,url_count,days_since_last_post,account_age_days,posts_per_day,posts_per_month,verified_binary,followers_times_engrate,followers_log1p,avg_likes_log1p,total_likes_log1p,influence_score_log1p,follower_bin,channel_info_len
139,badbunnypr,83,10.0,42100000.0,3700000.0,13.09,5400000.0,67500000.0,Unknown,0.0,3700000.0,8.788598574821853,0.0878859857482185,6750000.0,3700000.0,,,17.555558322405577,2.3978952727983707,18.02763817065757,15.123843647884687,,,,,,,,,0,3700000.0,17.555558322405577,15.123843647884687,18.02763817065757,4.430816798843313,q2,10
140,britneyspears,80,3000.0,42100000.0,513100.0,0.55,221700.0,1600000000.0,Turkey,0.0,513100.0,1.2187648456057008,0.012187648456057,533333.3333333334,513100.0,,,17.555558322405577,8.006700845440367,21.193269466817146,13.148227985865988,,,,,,,,,0,513100.0,17.555558322405577,13.148227985865987,21.193269466817146,4.394449154672439,q2,13
141,j.m,83,20.0,41900000.0,14200000.0,26.41,11000000.0,368100000.0,Unknown,0.0,14200000.0,33.89021479713604,0.3389021479713603,18405000.0,14200000.0,,,17.550796408758714,3.044522437723423,19.7238652010659,16.468752592994022,,,,,,,,,0,14200000.0,17.550796408758714,16.468752592994022,19.7238652010659,4.430816798843313,q2,3
142,mariliamendoncacantora,73,1400.0,41800000.0,1000000.0,1.98,818600.0,1500000000.0,Brazil,0.0,1000000.0,2.392344497607656,0.0239234449760765,1071428.5714285714,1000000.0,,,17.54840692141843,7.244941546337007,21.12873094572124,13.815511557963774,,,,,,,,,0,1000000.0,17.54840692141843,13.815511557963774,21.12873094572124,4.30406509320417,q2,22
143,norafatehi,83,1700.0,41600000.0,1400000.0,1.76,727500.0,2300000000.0,Anguilla,0.0,1400000.0,3.3653846153846154,0.0336538461538461,1352941.1764705882,1400000.0,,,17.543610749269952,7.438971592395862,21.556174960316294,14.151983508870948,,,,,,,,,0,1400000.0,17.543610749269952,14.151983508870947,21.556174960316298,4.430816798843313,q2,10
144,theweeknd,83,670.0,41500000.0,1100000.0,3.97,1600000.0,767000000.0,Unknown,0.0,1100000.0,2.6506024096385543,0.0265060240963855,1144776.119402985,1100000.0,,,17.541204009297314,6.508769136971682,20.45799736063531,13.910821646859096,,,,,,,,,0,1100000.0,17.541204009297314,13.910821646859095,20.45799736063531,4.430816798843313,q2,9
145,dior,85,9700.0,41500000.0,88800.0,0.16,63600.0,863000000.0,Unknown,0.0,88800.0,0.2139759036144578,0.0021397590361445,88969.07216494845,88800.0,,,17.541204009297314,9.179984251961285,20.57592525020645,11.394153190178114,,,,,,,,,0,88800.0,17.541204009297314,11.394153190178114,20.57592525020645,4.454347296253507,q2,4
146,ranveersingh,85,1800.0,40800000.0,1000000.0,0.76,299300.0,1800000000.0,Switzerland,0.0,1000000.0,2.450980392156863,0.0245098039215686,1000000.0,1000000.0,,,17.524192663884193,7.496097345175956,21.311052502404085,13.815511557963774,,,,,,,,,0,1000000.0,17.524192663884193,13.815511557963774,21.311052502404085,4.454347296253507,q2,12
147,marinaruybarbosa,81,2100.0,40700000.0,586400.0,0.01,0.0,1200000000.0,Brazil,0.0,586400.0,1.4407862407862408,0.0144078624078624,571428.5714285715,586400.0,,,17.52173867498285,7.650168700845001,20.9055873945737,13.281759134873726,,,,,,,,,0,586400.0,17.52173867498285,13.281759134873726,20.9055873945737,4.406719247264253,q2,16
148,jenniferaniston,85,90.0,40700000.0,4600000.0,1.88,731000.0,452000000.0,Unknown,0.0,4600000.0,11.302211302211305,0.113022113022113,5022222.222222222,4600000.0,,,17.52173867498285,4.51085950651685,19.929192740008894,15.341567078850604,,,,,,,,,0,4600000.0,17.52173867498285,15.341567078850604,19.929192740008894,4.454347296253507,q2,15
149,addisonraee,85,300.0,40100000.0,3100000.0,2.49,994400.0,957900000.0,Unknown,0.0,3100000.0,7.73067331670823,0.0773067331670823,3193000.0,3100000.0,,,17.50688691721445,5.707110264748875,20.68025394739707,14.946912992035967,,,,,,,,,0,3100000.0,17.50688691721445,14.946912992035967,20.68025394739707,4.454347296253507,q2,11
150,andresiniesta8,85,2000.0,40000000.0,250800.0,0.41,161700.0,500500000.0,Spain,0.0,250800.0,0.627,0.00627,250250.0,250800.0,,,17.50439003707821,7.601402334583733,20.03111815871755,12.432415074973784,,,,,,,,,0,250800.00000000003,17.50439003707821,12.432415074973783,20.03111815871755,4.454347296253507,q1_small,14
151,princessyahrini,81,4500.0,40000000.0,118300.0,0.22,87400.0,529900000.0,Indonesia,0.0,118300.0,0.29575,0.0029575,117755.55555555556,118300.0,,,17.50439003707821,8.412054873292933,20.08819886935014,11.680987503016128,,,,,,,,,0,118300.0,17.50439003707821,11.680987503016127,20.08819886935014,4.406719247264253,q1_small,15
